"reg";"cl_age90";"jour";"hosp";"rea";"HospConv";"SSR_USLD";"autres";"rad";"dc"
"84";"0";2020-03-18;172;35;NA;NA;NA;69;7
"84";"09";2020-03-18;1;0;NA;NA;NA;1;0
"84";"19";2020-03-18;0;0;NA;NA;NA;2;0
"84";"29";2020-03-18;3;0;NA;NA;NA;7;0
"84";"39";2020-03-18;4;0;NA;NA;NA;14;1
"84";"49";2020-03-18;11;3;NA;NA;NA;6;0
"84";"59";2020-03-18;18;8;NA;NA;NA;9;0
"84";"69";2020-03-18;24;9;NA;NA;NA;19;1
"84";"79";2020-03-18;51;13;NA;NA;NA;6;2
"84";"89";2020-03-18;41;2;NA;NA;NA;4;3
"84";"90";2020-03-18;11;0;NA;NA;NA;1;0
"93";"0";2020-03-18;166;24;NA;NA;NA;202;7
"93";"09";2020-03-18;0;0;NA;NA;NA;5;0
"93";"19";2020-03-18;6;0;NA;NA;NA;14;0
"93";"29";2020-03-18;7;1;NA;NA;NA;28;0
"93";"39";2020-03-18;14;0;NA;NA;NA;23;0
"93";"49";2020-03-18;22;1;NA;NA;NA;40;0
"93";"59";2020-03-18;29;4;NA;NA;NA;39;0
"93";"69";2020-03-18;38;8;NA;NA;NA;26;1
"93";"79";2020-03-18;29;8;NA;NA;NA;20;1
"93";"89";2020-03-18;15;2;NA;NA;NA;7;4
"93";"90";2020-03-18;6;0;NA;NA;NA;0;1
"94";"0";2020-03-18;0;0;NA;NA;NA;0;0
"94";"09";2020-03-18;0;0;NA;NA;NA;0;0
"94";"19";2020-03-18;0;0;NA;NA;NA;0;0
"94";"29";2020-03-18;0;0;NA;NA;NA;0;0
"94";"39";2020-03-18;0;0;NA;NA;NA;0;0
"94";"49";2020-03-18;0;0;NA;NA;NA;0;0
"94";"59";2020-03-18;0;0;NA;NA;NA;0;0
"94";"69";2020-03-18;0;0;NA;NA;NA;0;0
"94";"79";2020-03-18;0;0;NA;NA;NA;0;0
"94";"89";2020-03-18;0;0;NA;NA;NA;0;0
"94";"90";2020-03-18;0;0;NA;NA;NA;0;0
"01";"0";2020-03-19;0;0;NA;NA;NA;0;0
"01";"09";2020-03-19;0;0;NA;NA;NA;0;0
"01";"19";2020-03-19;0;0;NA;NA;NA;0;0
"01";"29";2020-03-19;0;0;NA;NA;NA;0;0
"01";"39";2020-03-19;0;0;NA;NA;NA;0;0
"01";"49";2020-03-19;0;0;NA;NA;NA;0;0
"01";"59";2020-03-19;0;0;NA;NA;NA;0;0
"01";"69";2020-03-19;0;0;NA;NA;NA;0;0
"01";"79";2020-03-19;0;0;NA;NA;NA;0;0
"01";"89";2020-03-19;0;0;NA;NA;NA;0;0
"01";"90";2020-03-19;0;0;NA;NA;NA;0;0
"02";"0";2020-03-19;17;5;NA;NA;NA;0;1
"02";"09";2020-03-19;0;0;NA;NA;NA;0;0
"02";"19";2020-03-19;0;0;NA;NA;NA;0;0
"02";"29";2020-03-19;2;1;NA;NA;NA;0;0
"02";"39";2020-03-19;2;0;NA;NA;NA;0;0
"02";"49";2020-03-19;3;1;NA;NA;NA;0;0
"02";"59";2020-03-19;5;0;NA;NA;NA;0;0
"02";"69";2020-03-19;4;3;NA;NA;NA;0;0
"02";"79";2020-03-19;1;0;NA;NA;NA;0;0
"02";"89";2020-03-19;0;0;NA;NA;NA;0;1
"02";"90";2020-03-19;0;0;NA;NA;NA;0;0
"03";"0";2020-03-19;0;0;NA;NA;NA;0;0
"03";"09";2020-03-19;0;0;NA;NA;NA;0;0
"03";"19";2020-03-19;0;0;NA;NA;NA;0;0
"03";"29";2020-03-19;0;0;NA;NA;NA;0;0
"03";"39";2020-03-19;0;0;NA;NA;NA;0;0
"03";"49";2020-03-19;0;0;NA;NA;NA;0;0
"03";"59";2020-03-19;0;0;NA;NA;NA;0;0
"03";"69";2020-03-19;0;0;NA;NA;NA;0;0
"03";"79";2020-03-19;0;0;NA;NA;NA;0;0
"03";"89";2020-03-19;0;0;NA;NA;NA;0;0
"03";"90";2020-03-19;0;0;NA;NA;NA;0;0
"04";"0";2020-03-19;2;2;NA;NA;NA;0;0
"04";"09";2020-03-19;0;0;NA;NA;NA;0;0
"04";"19";2020-03-19;0;0;NA;NA;NA;0;0
"04";"29";2020-03-19;0;0;NA;NA;NA;0;0
"04";"39";2020-03-19;0;0;NA;NA;NA;0;0
"04";"49";2020-03-19;0;0;NA;NA;NA;0;0
"04";"59";2020-03-19;0;0;NA;NA;NA;0;0
"04";"69";2020-03-19;0;0;NA;NA;NA;0;0
"04";"79";2020-03-19;1;1;NA;NA;NA;0;0
"04";"89";2020-03-19;1;1;NA;NA;NA;0;0
"04";"90";2020-03-19;0;0;NA;NA;NA;0;0
"06";"0";2020-03-19;0;0;NA;NA;NA;0;0
"06";"09";2020-03-19;0;0;NA;NA;NA;0;0
"06";"19";2020-03-19;0;0;NA;NA;NA;0;0
"06";"29";2020-03-19;0;0;NA;NA;NA;0;0
"06";"39";2020-03-19;0;0;NA;NA;NA;0;0
"06";"49";2020-03-19;0;0;NA;NA;NA;0;0
"06";"59";2020-03-19;0;0;NA;NA;NA;0;0
"06";"69";2020-03-19;0;0;NA;NA;NA;0;0
"06";"79";2020-03-19;0;0;NA;NA;NA;0;0
"06";"89";2020-03-19;0;0;NA;NA;NA;0;0
"06";"90";2020-03-19;0;0;NA;NA;NA;0;0
"11";"0";2020-03-19;1482;410;NA;NA;NA;251;73
"11";"09";2020-03-19;6;2;NA;NA;NA;5;0
"11";"19";2020-03-19;5;2;NA;NA;NA;2;0
"11";"29";2020-03-19;22;4;NA;NA;NA;27;0
"11";"39";2020-03-19;80;22;NA;NA;NA;33;0
"11";"49";2020-03-19;144;42;NA;NA;NA;24;4
"11";"59";2020-03-19;249;98;NA;NA;NA;57;2
"11";"69";2020-03-19;283;93;NA;NA;NA;41;8
"11";"79";2020-03-19;301;92;NA;NA;NA;30;19
"11";"89";2020-03-19;251;46;NA;NA;NA;22;30
"11";"90";2020-03-19;102;3;NA;NA;NA;7;6
"24";"0";2020-03-19;37;11;NA;NA;NA;3;1
"24";"09";2020-03-19;0;0;NA;NA;NA;0;0
"24";"19";2020-03-19;0;0;NA;NA;NA;0;0
"24";"29";2020-03-19;1;0;NA;NA;NA;0;0
"24";"39";2020-03-19;0;0;NA;NA;NA;0;0
"24";"49";2020-03-19;1;0;NA;NA;NA;1;0
"24";"59";2020-03-19;2;1;NA;NA;NA;2;0
"24";"69";2020-03-19;10;3;NA;NA;NA;0;0
"24";"79";2020-03-19;10;5;NA;NA;NA;0;1
"24";"89";2020-03-19;10;2;NA;NA;NA;0;0
"24";"90";2020-03-19;3;0;NA;NA;NA;0;0
"27";"0";2020-03-19;217;63;NA;NA;NA;55;19
"27";"09";2020-03-19;0;0;NA;NA;NA;0;0
"27";"19";2020-03-19;0;0;NA;NA;NA;1;0
"27";"29";2020-03-19;1;1;NA;NA;NA;6;0
"27";"39";2020-03-19;5;1;NA;NA;NA;5;0
"27";"49";2020-03-19;13;2;NA;NA;NA;4;0
"27";"59";2020-03-19;25;11;NA;NA;NA;12;1
"27";"69";2020-03-19;46;21;NA;NA;NA;2;1
"27";"79";2020-03-19;50;17;NA;NA;NA;5;5
"27";"89";2020-03-19;56;10;NA;NA;NA;13;9
"27";"90";2020-03-19;21;0;NA;NA;NA;6;3
"28";"0";2020-03-19;54;11;NA;NA;NA;11;5
"28";"09";2020-03-19;0;0;NA;NA;NA;0;0
"28";"19";2020-03-19;0;0;NA;NA;NA;0;0
"28";"29";2020-03-19;1;0;NA;NA;NA;0;0
"28";"39";2020-03-19;1;0;NA;NA;NA;0;0
"28";"49";2020-03-19;2;0;NA;NA;NA;2;0
"28";"59";2020-03-19;5;1;NA;NA;NA;3;0
"28";"69";2020-03-19;11;5;NA;NA;NA;4;1
"28";"79";2020-03-19;17;3;NA;NA;NA;1;1
"28";"89";2020-03-19;13;2;NA;NA;NA;1;2
"28";"90";2020-03-19;4;0;NA;NA;NA;0;1
"32";"0";2020-03-19;417;116;NA;NA;NA;140;46
"32";"09";2020-03-19;12;0;NA;NA;NA;14;0
"32";"19";2020-03-19;5;1;NA;NA;NA;3;0
"32";"29";2020-03-19;13;2;NA;NA;NA;10;0
"32";"39";2020-03-19;14;4;NA;NA;NA;25;0
"32";"49";2020-03-19;25;4;NA;NA;NA;21;0
"32";"59";2020-03-19;45;20;NA;NA;NA;22;0
"32";"69";2020-03-19;70;31;NA;NA;NA;11;6
"32";"79";2020-03-19;91;45;NA;NA;NA;17;14
"32";"89";2020-03-19;102;8;NA;NA;NA;12;21
"32";"90";2020-03-19;38;0;NA;NA;NA;2;5
"44";"0";2020-03-19;1196;259;NA;NA;NA;221;158
"44";"09";2020-03-19;7;0;NA;NA;NA;33;0
"44";"19";2020-03-19;2;2;NA;NA;NA;3;0
"44";"29";2020-03-19;11;1;NA;NA;NA;11;1
"44";"39";2020-03-19;27;9;NA;NA;NA;14;0
"44";"49";2020-03-19;53;19;NA;NA;NA;18;2
"44";"59";2020-03-19;131;47;NA;NA;NA;34;4
"44";"69";2020-03-19;245;84;NA;NA;NA;31;13
"44";"79";2020-03-19;285;72;NA;NA;NA;34;28
"44";"89";2020-03-19;287;20;NA;NA;NA;26;74
"44";"90";2020-03-19;101;0;NA;NA;NA;9;34
"52";"0";2020-03-19;66;14;NA;NA;NA;54;1
"52";"09";2020-03-19;0;0;NA;NA;NA;0;0
"52";"19";2020-03-19;0;0;NA;NA;NA;0;0
"52";"29";2020-03-19;1;0;NA;NA;NA;7;0
"52";"39";2020-03-19;1;0;NA;NA;NA;3;0
"52";"49";2020-03-19;4;1;NA;NA;NA;14;0
"52";"59";2020-03-19;6;2;NA;NA;NA;10;0
"52";"69";2020-03-19;14;4;NA;NA;NA;12;0
"52";"79";2020-03-19;18;4;NA;NA;NA;5;0
"52";"89";2020-03-19;14;3;NA;NA;NA;3;0
"52";"90";2020-03-19;7;0;NA;NA;NA;0;1
"53";"0";2020-03-19;83;25;NA;NA;NA;52;10
"53";"09";2020-03-19;0;0;NA;NA;NA;2;0
"53";"19";2020-03-19;0;0;NA;NA;NA;0;0
"53";"29";2020-03-19;0;0;NA;NA;NA;3;0
"53";"39";2020-03-19;5;2;NA;NA;NA;3;0
"53";"49";2020-03-19;2;0;NA;NA;NA;1;0
"53";"59";2020-03-19;9;4;NA;NA;NA;10;0
"53";"69";2020-03-19;13;0;NA;NA;NA;13;1
"53";"79";2020-03-19;23;12;NA;NA;NA;15;0
"53";"89";2020-03-19;27;7;NA;NA;NA;4;5
"53";"90";2020-03-19;3;0;NA;NA;NA;1;4
"75";"0";2020-03-19;59;12;NA;NA;NA;21;3
"75";"09";2020-03-19;0;0;NA;NA;NA;0;0
"75";"19";2020-03-19;0;0;NA;NA;NA;1;0
"75";"29";2020-03-19;2;1;NA;NA;NA;3;0
"75";"39";2020-03-19;3;0;NA;NA;NA;3;0
"75";"49";2020-03-19;3;1;NA;NA;NA;0;0
"75";"59";2020-03-19;7;2;NA;NA;NA;4;1
"75";"69";2020-03-19;11;3;NA;NA;NA;5;0
"75";"79";2020-03-19;11;3;NA;NA;NA;3;0
"75";"89";2020-03-19;16;2;NA;NA;NA;0;1
"75";"90";2020-03-19;5;0;NA;NA;NA;1;1
"76";"0";2020-03-19;145;59;NA;NA;NA;68;17
"76";"09";2020-03-19;1;0;NA;NA;NA;7;0
"76";"19";2020-03-19;0;0;NA;NA;NA;4;0
"76";"29";2020-03-19;2;0;NA;NA;NA;5;1
"76";"39";2020-03-19;4;0;NA;NA;NA;9;0
"76";"49";2020-03-19;7;4;NA;NA;NA;7;0
"76";"59";2020-03-19;17;8;NA;NA;NA;17;1
"76";"69";2020-03-19;34;18;NA;NA;NA;4;1
"76";"79";2020-03-19;50;22;NA;NA;NA;13;4
"76";"89";2020-03-19;23;6;NA;NA;NA;2;9
"76";"90";2020-03-19;5;1;NA;NA;NA;0;1
"84";"0";2020-03-19;408;74;NA;NA;NA;145;28
"84";"09";2020-03-19;2;1;NA;NA;NA;1;0
"84";"19";2020-03-19;0;0;NA;NA;NA;2;0
"84";"29";2020-03-19;3;0;NA;NA;NA;11;0
"84";"39";2020-03-19;11;0;NA;NA;NA;17;1
"84";"49";2020-03-19;16;2;NA;NA;NA;14;0
"84";"59";2020-03-19;32;11;NA;NA;NA;23;1
"84";"69";2020-03-19;55;19;NA;NA;NA;24;1
"84";"79";2020-03-19;109;32;NA;NA;NA;33;5
"84";"89";2020-03-19;119;7;NA;NA;NA;12;12
"84";"90";2020-03-19;54;0;NA;NA;NA;8;8
"93";"0";2020-03-19;224;47;NA;NA;NA;261;9
"93";"09";2020-03-19;1;0;NA;NA;NA;5;0
"93";"19";2020-03-19;4;0;NA;NA;NA;17;0
"93";"29";2020-03-19;4;1;NA;NA;NA;38;0
"93";"39";2020-03-19;17;0;NA;NA;NA;28;0
"93";"49";2020-03-19;26;4;NA;NA;NA;50;0
"93";"59";2020-03-19;43;8;NA;NA;NA;51;0
"93";"69";2020-03-19;48;9;NA;NA;NA;35;1
"93";"79";2020-03-19;47;19;NA;NA;NA;24;1
"93";"89";2020-03-19;25;5;NA;NA;NA;12;6
"93";"90";2020-03-19;9;1;NA;NA;NA;1;1
"94";"0";2020-03-19;54;14;NA;NA;NA;10;1
"94";"09";2020-03-19;0;0;NA;NA;NA;0;0
"94";"19";2020-03-19;0;0;NA;NA;NA;0;0
"94";"29";2020-03-19;0;0;NA;NA;NA;0;0
"94";"39";2020-03-19;1;0;NA;NA;NA;1;0
"94";"49";2020-03-19;2;0;NA;NA;NA;3;0
"94";"59";2020-03-19;4;3;NA;NA;NA;1;0
"94";"69";2020-03-19;11;5;NA;NA;NA;1;0
"94";"79";2020-03-19;17;4;NA;NA;NA;1;0
"94";"89";2020-03-19;15;1;NA;NA;NA;1;0
"94";"90";2020-03-19;3;0;NA;NA;NA;1;1
"01";"0";2020-03-20;0;0;NA;NA;NA;0;0
"01";"09";2020-03-20;0;0;NA;NA;NA;0;0
"01";"19";2020-03-20;0;0;NA;NA;NA;0;0
"01";"29";2020-03-20;0;0;NA;NA;NA;0;0
"01";"39";2020-03-20;0;0;NA;NA;NA;0;0
"01";"49";2020-03-20;0;0;NA;NA;NA;0;0
"01";"59";2020-03-20;0;0;NA;NA;NA;0;0
"01";"69";2020-03-20;0;0;NA;NA;NA;0;0
"01";"79";2020-03-20;0;0;NA;NA;NA;0;0
"01";"89";2020-03-20;0;0;NA;NA;NA;0;0
"01";"90";2020-03-20;0;0;NA;NA;NA;0;0
"02";"0";2020-03-20;19;5;NA;NA;NA;0;1
"02";"09";2020-03-20;0;0;NA;NA;NA;0;0
"02";"19";2020-03-20;0;0;NA;NA;NA;0;0
"02";"29";2020-03-20;2;1;NA;NA;NA;0;0
"02";"39";2020-03-20;3;0;NA;NA;NA;0;0
"02";"49";2020-03-20;3;1;NA;NA;NA;0;0
"02";"59";2020-03-20;6;0;NA;NA;NA;0;0
"02";"69";2020-03-20;4;3;NA;NA;NA;0;0
"02";"79";2020-03-20;1;0;NA;NA;NA;0;0
"02";"89";2020-03-20;0;0;NA;NA;NA;0;1
"02";"90";2020-03-20;0;0;NA;NA;NA;0;0
"03";"0";2020-03-20;0;0;NA;NA;NA;0;0
"03";"09";2020-03-20;0;0;NA;NA;NA;0;0
"03";"19";2020-03-20;0;0;NA;NA;NA;0;0
"03";"29";2020-03-20;0;0;NA;NA;NA;0;0
"03";"39";2020-03-20;0;0;NA;NA;NA;0;0
"03";"49";2020-03-20;0;0;NA;NA;NA;0;0
"03";"59";2020-03-20;0;0;NA;NA;NA;0;0
"03";"69";2020-03-20;0;0;NA;NA;NA;0;0
"03";"79";2020-03-20;0;0;NA;NA;NA;0;0
"03";"89";2020-03-20;0;0;NA;NA;NA;0;0
"03";"90";2020-03-20;0;0;NA;NA;NA;0;0
"04";"0";2020-03-20;2;2;NA;NA;NA;0;0
"04";"09";2020-03-20;0;0;NA;NA;NA;0;0
"04";"19";2020-03-20;0;0;NA;NA;NA;0;0
"04";"29";2020-03-20;0;0;NA;NA;NA;0;0
"04";"39";2020-03-20;0;0;NA;NA;NA;0;0
"04";"49";2020-03-20;0;0;NA;NA;NA;0;0
"04";"59";2020-03-20;0;0;NA;NA;NA;0;0
"04";"69";2020-03-20;0;0;NA;NA;NA;0;0
"04";"79";2020-03-20;1;1;NA;NA;NA;0;0
"04";"89";2020-03-20;1;1;NA;NA;NA;0;0
"04";"90";2020-03-20;0;0;NA;NA;NA;0;0
"06";"0";2020-03-20;0;0;NA;NA;NA;0;0
"06";"09";2020-03-20;0;0;NA;NA;NA;0;0
"06";"19";2020-03-20;0;0;NA;NA;NA;0;0
"06";"29";2020-03-20;0;0;NA;NA;NA;0;0
"06";"39";2020-03-20;0;0;NA;NA;NA;0;0
"06";"49";2020-03-20;0;0;NA;NA;NA;0;0
"06";"59";2020-03-20;0;0;NA;NA;NA;0;0
"06";"69";2020-03-20;0;0;NA;NA;NA;0;0
"06";"79";2020-03-20;0;0;NA;NA;NA;0;0
"06";"89";2020-03-20;0;0;NA;NA;NA;0;0
"06";"90";2020-03-20;0;0;NA;NA;NA;0;0
"11";"0";2020-03-20;1785;484;NA;NA;NA;350;99
"11";"09";2020-03-20;9;2;NA;NA;NA;6;0
"11";"19";2020-03-20;7;2;NA;NA;NA;2;0
"11";"29";2020-03-20;27;6;NA;NA;NA;31;0
"11";"39";2020-03-20;100;29;NA;NA;NA;49;0
"11";"49";2020-03-20;170;48;NA;NA;NA;35;4
"11";"59";2020-03-20;304;121;NA;NA;NA;72;3
"11";"69";2020-03-20;340;117;NA;NA;NA;58;11
"11";"79";2020-03-20;359;104;NA;NA;NA;47;27
"11";"89";2020-03-20;297;46;NA;NA;NA;38;41
"11";"90";2020-03-20;130;3;NA;NA;NA;9;9
"24";"0";2020-03-20;58;13;NA;NA;NA;2;2
